"통계분류","항목","단위","2016 년","2017 년","2018 년","2019 년",
"베트남","종로-청계","","0","","10.1","7.8",
"베트남","동대문 패션타운","","0","6.9","3.3","6.5",
"베트남","해운대 일대","","0","2.4","4.5","3.4",
"베트남","강남역","","0","0","2.6","3.3",
"베트남","잠실","","0","1.3","2.4","4",
"베트남","춘천(남이섬)","","0","","10.7","10.6",
"베트남","코엑스 (강남 코엑스)","","0","","","1.8",
"베트남","이태원","","0",".3","2.6","",
"베트남","청계천/광화문광장","","0","","","",
"베트남","제주민속촌","","0","","","",
"베트남","이기대/오륙도","","0","","","",
"베트남","섭지코지","","0","","","",
"베트남","거제(바람의언덕,외도)","","0","","","",
"베트남","태종대","","0","","","",
"베트남","용궁사/기장","","0","","","",
"베트남","감천문화마을","","0","","","",
"베트남","경주(불국사,보문관광단지,양봉마을)","","0","","","",
"베트남","스키장(용평리조트/피닉스파크/비발디파크)","","100","","","",
"베트남","남산/N서울타워","","","5.3","","",
"베트남","인사동","","","3","","",
"베트남","고궁","","","18.1","","",
"몽골","사례수","","0","","","",
"몽골","명동-남대문-북창","","0","","29.3","23.2",
"몽골","제주","","0","","2.5","1.5",
"몽골","신촌/홍대주변","","0","","1.2","2.7",
"몽골","종로-청계","","0","","4.6","6.4",
"몽골","동대문 패션타운","","0","","18.1","11.7",
"몽골","해운대 일대","","0","","4.2","2.2",
"몽골","강남역","","0","","2.2","2.2",
"몽골","잠실","","0","","3.1","7.5",
"몽골","춘천(남이섬)","","0","",".2",".4",
"몽골","코엑스 (강남 코엑스)","","0","","","1.8",
"몽골","이태원","","0","","1.7","",
"몽골","청계천/광화문광장","","0","","","",
"몽골","제주민속촌","","0","","","",
"몽골","이기대/오륙도","","0","","","",
"몽골","섭지코지","","0","","","",
"몽골","거제(바람의언덕,외도)","","0","","","",
"몽골","태종대","","0","","","",
"몽골","용궁사/기장","","0","","","",
"몽골","감천문화마을","","0","","","",
"몽골","경주(불국사,보문관광단지,양봉마을)","","0","","","",
"몽골","스키장(용평리조트/피닉스파크/비발디파크)","","0","","","",
"기타","사례수","","944","787","","",
"기타","명동-남대문-북창","","11","6.8","20.7","19.8",
"기타","제주","","0","","7.3","3.9",
"기타","신촌/홍대주변","","2.2","4.1","5.3","7.4",
"기타","종로-청계","","0","","15.4","14.2",
"기타","동대문 패션타운","","3.3","1.2","2.4","3.5",
"기타","해운대 일대","","0","6","4.3","7.6",
"기타","강남역","","6.7","5.1","7.3","3.6",
"기타","잠실","","0","1.2","3.3","3.6",
"기타","춘천(남이섬)","","0","",".3","1.7",
"기타","코엑스 (강남 코엑스)","","0","","","2.3",
"기타","이태원","","0","5.3","3.4","",
"기타","청계천/광화문광장","","5.8","","","",
"기타","제주민속촌","","0","","","",
"기타","이기대/오륙도","","16.8","","","",
"기타","섭지코지","","0","","","",
"기타","거제(바람의언덕,외도)","","5.2","","","",
"기타","태종대","",".2","","","",
"기타","용궁사/기장","","2.4","","","",
"기타","감천문화마을","",".8","","","",
"기타","경주(불국사,보문관광단지,양봉마을)","",".6","","","",
"기타","스키장(용평리조트/피닉스파크/비발디파크)","","100","","","",
"기타","남산/N서울타워","","","3.3","","",
"기타","인사동","","","2.4","","",
"기타","고궁","","","22.1","","",
"남성","사례수","","4960","6217","","",
"남성","명동-남대문-북창","","16","15","31.5","30.8",
"남성","제주","","0","","6.5","7.1",
"남성","신촌/홍대주변","","3","3.5","4.3","4.2",
"남성","종로-청계","","0","","5.7","5.9",
"남성","동대문 패션타운","","5.3","5.1","4.1","4",
"남성","해운대 일대","","0","4.4","4.3","3.9",
"남성","강남역","","4.5","4.4","4.9","4.5",
"남성","잠실","","0","1.9","2","2.9",
"남성","춘천(남이섬)","","0","","2","2.2",
"남성","코엑스 (강남 코엑스)","","0","","","2",
"남성","이태원","","0","2.2","2.2","",
"남성","청계천/광화문광장","","5.1","","","",
"남성","제주민속촌","",".1","","","",
"남성","이기대/오륙도","","8","","","",
"남성","섭지코지","","0","","","",
"남성","거제(바람의언덕,외도)","","5.3","","","",
"남성","태종대","","1.9","","","",
"남성","용궁사/기장","","2.8","","","",
"남성","감천문화마을","","2.5","","","",
"남성","경주(불국사,보문관광단지,양봉마을)","","5.2","","","",
"남성","스키장(용평리조트/피닉스파크/비발디파크)","","100","","","",
"남성","남산/N서울타워","","","4.9","","",
"남성","인사동","","","1.7","","",
"남성","고궁","","","10.7","","",
"여성","사례수","","7043","7624","","",
"여성","명동-남대문-북창","","18.7","21","38.3","36.5",
"여성","제주","","0","","7","9.2",
"여성","신촌/홍대주변","","5.4","6.3","7.3","7.4",
"여성","종로-청계","","0","","5.1","5.1",
"여성","동대문 패션타운","","6","6.1","5.7","4.6",
"여성","해운대 일대","","0","3.1","3.8","3.8",
"여성","강남역","","1.9","2.7","2.9","2.6",
"여성","잠실","","0","2.1","2.6","3.3",
"여성","춘천(남이섬)","","0","","2.6","2.3",
"여성","코엑스 (강남 코엑스)","","0","","","1.6",
"여성","이태원","","0","1.7","2","",
"여성","청계천/광화문광장","","2.1","","","",
"여성","제주민속촌","",".1","","","",
"여성","이기대/오륙도","","6.6","","","",
"여성","섭지코지","","0","","","",
"여성","거제(바람의언덕,외도)","","6.1","","","",
"여성","태종대","","2.7","","","",
"여성","용궁사/기장","","2.9","","","",
"여성","감천문화마을","","2.3","","","",
"여성","경주(불국사,보문관광단지,양봉마을)","","6.5","","","",
"여성","스키장(용평리조트/피닉스파크/비발디파크)","","100","","","",
"여성","남산/N서울타워","","","4.9","","",
"여성","인사동","","","2.8","","",
"여성","고궁","","","8.2","","",
"15~20세","사례수","","730","953","","",
"15~20세","명동-남대문-북창","","23.7","24.1","36.7","40.8",
"15~20세","제주","","0","","6","3.7",
"15~20세","신촌/홍대주변","","8.8","12","12.6","14.6",
"15~20세","종로-청계","","0","","4.4","2.4",
"15~20세","동대문 패션타운","","4.3","5.6","6.3","4.1",
"15~20세","해운대 일대","","0","3","2.8","2.1",
"15~20세","강남역","","1.9","2.6","2.5","1.9",
"15~20세","잠실","","0","2.7","3.4","5.6",
"15~20세","춘천(남이섬)","","0","","2.1","1.5",
"15~20세","코엑스 (강남 코엑스)","","0","","","2",
"15~20세","이태원","","0","1.2","2.1","",
"15~20세","청계천/광화문광장","","1.1","","","",
"15~20세","제주민속촌","","0","","","",
"15~20세","이기대/오륙도","","5.6","","","",
"15~20세","섭지코지","","0","","","",
"15~20세","거제(바람의언덕,외도)","","7.1","","","",
"15~20세","태종대","","2.5","","","",
"15~20세","용궁사/기장","","5.6","","","",
"15~20세","감천문화마을","","2.1","","","",
"15~20세","경주(불국사,보문관광단지,양봉마을)","","4.6","","","",
"15~20세","스키장(용평리조트/피닉스파크/비발디파크)","","100","","","",
"15~20세","남산/N서울타워","","","5.9","","",
"15~20세","인사동","","","2.3","","",
"15~20세","고궁","","","8.1","","",
"21~30세","사례수","","5231","5655","","",
"21~30세","명동-남대문-북창","","18.8","20.7","36.4","33.7",
"21~30세","제주","","0","","6.9","8.7",
"21~30세","신촌/홍대주변","","6.2","7.1","9.6","10",
"21~30세","종로-청계","","0","","4.6","4.5",
"21~30세","동대문 패션타운","","4.5","5.2","4.9","4.6",
"21~30세","해운대 일대","","0","2.6","4","4.7",
"21~30세","강남역","","2.2","2.7","3.5","3.2",
"21~30세","잠실","","0","2.2","2.3","3.4",
"21~30세","춘천(남이섬)","","0","","1.8","2.1",
"21~30세","코엑스 (강남 코엑스)","","0","","","1.4",
"21~30세","이태원","","0","2.1","2.4","",
"21~30세","청계천/광화문광장","","1.7","","","",
"21~30세","제주민속촌","",".2","","","",
"21~30세","이기대/오륙도","","6.3","","","",
"21~30세","섭지코지","","0","","","",
"21~30세","거제(바람의언덕,외도)","","6.9","","","",
"21~30세","태종대","","3.5","","","",
"21~30세","용궁사/기장","","2.7","","","",
"21~30세","감천문화마을","","3","","","",
"21~30세","경주(불국사,보문관광단지,양봉마을)","","7.6","","","",
"21~30세","스키장(용평리조트/피닉스파크/비발디파크)","","100","","","",
"21~30세","남산/N서울타워","","","5.1","","",
"21~30세","인사동","","","2.3","","",
"21~30세","고궁","","","8.9","","",
"31~40세","사례수","","3286","3429","","",
"31~40세","명동-남대문-북창","","18.3","17.8","37.7","35",
"31~40세","제주","","0","","7.3","9.1",
"31~40세","신촌/홍대주변","","3.1","3.2","4.7","4.1",
"31~40세","종로-청계","","0","","5.4","5.5",
"31~40세","동대문 패션타운","","8.1","6.7","5.8","5.1",
"31~40세","해운대 일대","","0","3.4","4","3.5",
"31~40세","강남역","","2.5","3.8","3.9","3.2",
"31~40세","잠실","","0","2.2","2.9","3.6",
"31~40세","춘천(남이섬)","","0","","1.9","2.1",
"31~40세","코엑스 (강남 코엑스)","","0","","","1.4",
"31~40세","이태원","","0","2.2","2.1","",
"31~40세","청계천/광화문광장","","2.7","","","",
"31~40세","제주민속촌","","0","","","",
"31~40세","이기대/오륙도","","8","","","",
"31~40세","섭지코지","","0","","","",
"31~40세","거제(바람의언덕,외도)","","4.6","","","",
"31~40세","태종대","","2.2","","","",
"31~40세","용궁사/기장","","3.2","","","",
"31~40세","감천문화마을","","2.4","","","",
"31~40세","경주(불국사,보문관광단지,양봉마을)","","5.8","","","",
"31~40세","스키장(용평리조트/피닉스파크/비발디파크)","","100","","","",
"31~40세","남산/N서울타워","","","5.8","","",
"31~40세","인사동","","","2.5","","",
"31~40세","고궁","","","10.1","","",
"41~50세","사례수","","1581","2128","","",
"41~50세","명동-남대문-북창","","14.7","15.1","33.2","33.2",
"41~50세","제주","","0","","5.9","7.8",
"41~50세","신촌/홍대주변","","1.6","2.3","3.4","3.8",
"41~50세","종로-청계","","0","","5.6","5.6",
"41~50세","동대문 패션타운","","6","6.5","4.9","3.9",
"41~50세","해운대 일대","","0","5.4","4.2","2.6",
"41~50세","강남역","","5.2","5.1","4.4","4",
"41~50세","잠실","","0","1.2","2.2","2.7",
"41~50세","춘천(남이섬)","","0","","2.9","2.7",
"41~50세","코엑스 (강남 코엑스)","","0","","","2.5",
"41~50세","이태원","","0","2","1.8","",
"41~50세","청계천/광화문광장","","6.4","","","",
"41~50세","제주민속촌","","0","","","",
"41~50세","이기대/오륙도","","7.9","","","",
"41~50세","섭지코지","","0","","","",
"41~50세","거제(바람의언덕,외도)","","5.5","","","",
"41~50세","태종대","",".5","","","",
"41~50세","용궁사/기장","","2.2","","","",
"41~50세","감천문화마을","","1.3","","","",
"41~50세","경주(불국사,보문관광단지,양봉마을)","","3.6","","","",
"41~50세","스키장(용평리조트/피닉스파크/비발디파크)","","100","","","",
"41~50세","남산/N서울타워","","","4.3","","",
"41~50세","인사동","","","1.6","","",
"41~50세","고궁","","","9.4","","",
"51~60세","사례수","","859","1217","","",
"51~60세","명동-남대문-북창","","10","11.3","30.9","30.8",
"51~60세","제주","","0","","7.5","9.8",
"51~60세","신촌/홍대주변","","1.2","1.3","3","2.7",
"51~60세","종로-청계","","0","","6.9","7.3",
"51~60세","동대문 패션타운","","5.2","3.3","4.5","4.1",
"51~60세","해운대 일대","","0","6.1","4.7","4.4",
"51~60세","강남역","","4.3","4.4","3.8","3.7",
"51~60세","잠실","","0","1.6","1.7","2.3",
"51~60세","춘천(남이섬)","","0","","3.1","2.2",
"51~60세","코엑스 (강남 코엑스)","","0","","","2.2",
"51~60세","이태원","","0","1.6","1.7","",
"51~60세","청계천/광화문광장","","9.6","","","",
"51~60세","제주민속촌","","0","","","",
"51~60세","이기대/오륙도","","8.1","","","",
"51~60세","섭지코지","","0","","","",
"51~60세","거제(바람의언덕,외도)","","3.9","","","",
"51~60세","태종대","",".6","","","",
"51~60세","용궁사/기장","","1.7","","","",
"51~60세","감천문화마을","",".9","","","",
"51~60세","경주(불국사,보문관광단지,양봉마을)","","2.8","","","",
"51~60세","스키장(용평리조트/피닉스파크/비발디파크)","","100","","","",
"51~60세","남산/N서울타워","","","2.6","","",
"51~60세","인사동","","","2.5","","",
"51~60세","고궁","","","9","","",
"61세 이상","사례수","","287","444","","",
"61세 이상","명동-남대문-북창","","10.5","14.7","40.2","43.3",
"61세 이상","제주","","0","","3.9","2.9",
"61세 이상","신촌/홍대주변","",".9","1.1","1","1.8",
"61세 이상","종로-청계","","0","","5.5","6.5",
"61세 이상","동대문 패션타운","","4.6","5","3.6","2.1",
"61세 이상","해운대 일대","","0","5.4","1.9","3.6",
"61세 이상","강남역","","5.7","2.9","3.5","3",
"61세 이상","잠실","","0","1.2","2.2","1.8",
"61세 이상","춘천(남이섬)","","0","","2.6","3.1",
"61세 이상","코엑스 (강남 코엑스)","","0","","","1.7",
"61세 이상","이태원","","0","1.1","1.4","",
"61세 이상","청계천/광화문광장","","9.9","","","",
"61세 이상","제주민속촌","","0","","","",
"61세 이상","이기대/오륙도","","12.3","","","",
"61세 이상","섭지코지","","0","","","",
"61세 이상","거제(바람의언덕,외도)","","2.8","","","",
"61세 이상","태종대","","1.2","","","",
"61세 이상","용궁사/기장","","2.1","","","",
"61세 이상","감천문화마을","","2.9","","","",
"61세 이상","경주(불국사,보문관광단지,양봉마을)","","2.6","","","",
"61세 이상","스키장(용평리조트/피닉스파크/비발디파크)","","100","","","",
"61세 이상","남산/N서울타워","","","3.2","","",
"61세 이상","인사동","","","3.4","","",
"61세 이상","고궁","","","11.5","","",
"모름/무응답","사례수","","29","15","","",
"모름/무응답","명동-남대문-북창","","17.7","13.4","","",
"모름/무응답","제주","","0","","","",
"모름/무응답","신촌/홍대주변","","1.9","0","","",
"모름/무응답","종로-청계","","0","","","",
"모름/무응답","동대문 패션타운","","7.8","3","","",
"모름/무응답","해운대 일대","","0","0","","",
"모름/무응답","강남역","","15.8","2.3","","",
"모름/무응답","잠실","","0","5","","",
"모름/무응답","춘천(남이섬)","","0","","","",
"모름/무응답","코엑스 (강남 코엑스)","","0","","","",
"모름/무응답","이태원","","0","0","","",
"모름/무응답","청계천/광화문광장","","4.8","","","",
"모름/무응답","제주민속촌","","0","","","",
"모름/무응답","이기대/오륙도","","0","","","",
"모름/무응답","섭지코지","","0","","","",
"모름/무응답","거제(바람의언덕,외도)","","17","","","",
"모름/무응답","태종대","","0","","","",
"모름/무응답","용궁사/기장","","0","","","",
"모름/무응답","감천문화마을","","0","","","",
"모름/무응답","경주(불국사,보문관광단지,양봉마을)","","0","","","",
"모름/무응답","스키장(용평리조트/피닉스파크/비발디파크)","","100","","","",
"모름/무응답","남산/N서울타워","","","0","","",
"모름/무응답","인사동","","","5","","",
"모름/무응답","고궁","","","14.4","","",
"여가/위락/휴식","사례수","","7180","7182","","",
"여가/위락/휴식","명동-남대문-북창","","16.7","19.7","38.8","38.7",
"여가/위락/휴식","제주","","0","","8.1","10.8",
"여가/위락/휴식","신촌/홍대주변","","4.1","4.9","6.9","7.3",
"여가/위락/휴식","종로-청계","","0","","5.1","4.9",
"여가/위락/휴식","동대문 패션타운","","4.6","5.6","5.4","4.7",
"여가/위락/휴식","해운대 일대","","0","3.7","4","3.6",
"여가/위락/휴식","강남역","","1.4","1.7","2.7","2.2",
"여가/위락/휴식","잠실","","0","2.2","2.4","3.3",
"여가/위락/휴식","춘천(남이섬)","","0","","2.8","2.9",
"여가/위락/휴식","코엑스 (강남 코엑스)","","0","","","1.3",
"여가/위락/휴식","이태원","","0","1.6","2","",
"여가/위락/휴식","청계천/광화문광장","","1.5","","","",
"여가/위락/휴식","제주민속촌","","0","","","",
"여가/위락/휴식","이기대/오륙도","","7","","","",
"여가/위락/휴식","섭지코지","","0","","","",
"여가/위락/휴식","거제(바람의언덕,외도)","","6.2","","","",
"여가/위락/휴식","태종대","","3.3","","","",
"여가/위락/휴식","용궁사/기장","","2.7","","","",
"여가/위락/휴식","감천문화마을","","3.2","","","",
"여가/위락/휴식","경주(불국사,보문관광단지,양봉마을)","","8.6","","","",
"여가/위락/휴식","스키장(용평리조트/피닉스파크/비발디파크)","","100","","","",
"여가/위락/휴식","남산/N서울타워","","","5.3","","",
"여가/위락/휴식","인사동","","","2.1","","",
"여가/위락/휴식","고궁","","","11.1","","",
"친구/친지방문","사례수","","888","1388","","",
"친구/친지방문","명동-남대문-북창","","13.4","12","","29",
"친구/친지방문","제주","","0","","","3",
"친구/친지방문","신촌/홍대주변","","6.9","4.6","","5.3",
"친구/친지방문","종로-청계","","0","","","7.3",
"친구/친지방문","동대문 패션타운","","6.6","5.3","","3.5",
"친구/친지방문","해운대 일대","","0","4.2","","4.8",
"친구/친지방문","강남역","","3.3","3.1","","1.9",
"친구/친지방문","잠실","","0","2.4","","3.4",
"친구/친지방문","춘천(남이섬)","","0","","",".9",
"친구/친지방문","코엑스 (강남 코엑스)","","0","","",".6",
"친구/친지방문","이태원","","0","3.2","","",
"친구/친지방문","청계천/광화문광장","","5.3","","","",
"친구/친지방문","제주민속촌","","0","","","",
"친구/친지방문","이기대/오륙도","","8.7","","","",
"친구/친지방문","섭지코지","","0","","","",
"친구/친지방문","거제(바람의언덕,외도)","","5.7","","","",
"친구/친지방문","태종대","",".3","","","",
"친구/친지방문","용궁사/기장","","3.4","","","",
"친구/친지방문","감천문화마을","",".5","","","",
"친구/친지방문","경주(불국사,보문관광단지,양봉마을)","","1.3","","","",
"친구/친지방문","스키장(용평리조트/피닉스파크/비발디파크)","","100","","","",
"친구/친지방문","남산/N서울타워","","","4.1","","",
"친구/친지방문","인사동","","","4","","",
"친구/친지방문","고궁","","","11.7","","",
"사업/전문 활동","사례수","","1797","2631","","",
"사업/전문 활동","명동-남대문-북창","","11.8","10.4","21.7","21.6",
"사업/전문 활동","제주","","0","","1.4","2.5",
"사업/전문 활동","신촌/홍대주변","","1.3","2.1","1.5","1.6",
"사업/전문 활동","종로-청계","","0","","6.7","5.9",
"사업/전문 활동","동대문 패션타운","","6.1","3.9","3.9","3.8",
"사업/전문 활동","해운대 일대","","0","4.6","3.9","4.1",
"사업/전문 활동","강남역","","10.5","8.9","8.9","8.8",
"사업/전문 활동","잠실","","0","1.5","2.2","2.3",
"사업/전문 활동","춘천(남이섬)","","0","",".3",".9",
"사업/전문 활동","코엑스 (강남 코엑스)","","0","","","4.1",
"사업/전문 활동","이태원","","0","2.7","2.5","",
"사업/전문 활동","청계천/광화문광장","","11.4","","","",
"사업/전문 활동","제주민속촌","","0","","","",
"사업/전문 활동","이기대/오륙도","","8.8","","","",
"사업/전문 활동","섭지코지","","0","","","",
"사업/전문 활동","거제(바람의언덕,외도)","","3.9","","","",
"사업/전문 활동","태종대","",".6","","","",
"사업/전문 활동","용궁사/기장","","1.5","","","",
"사업/전문 활동","감천문화마을","",".5","","","",
"사업/전문 활동","경주(불국사,보문관광단지,양봉마을)","",".9","","","",
"사업/전문 활동","스키장(용평리조트/피닉스파크/비발디파크)","","100","","","",
"사업/전문 활동","남산/N서울타워","","","4.1","","",
"사업/전문 활동","인사동","","","1.9","","",
"사업/전문 활동","고궁","","","8.1","","",
"교육","사례수","","480","799","","",
"교육","명동-남대문-북창","","14.3","13.6","32.6","31.2",
"교육","제주","","0","","3.7","7.5",
"교육","신촌/홍대주변","","11.9","12","10.6","10.6",
"교육","종로-청계","","0","","5.9","7",
"교육","동대문 패션타운","","2.1","3.7","3.4","3.7",
"교육","해운대 일대","","0","5.3","5.2","4.8",
"교육","강남역","","1.7","2.2","1.5","1.7",
"교육","잠실","","0","2.2","3.2","3.9",
"교육","춘천(남이섬)","","0","","1.4",".2",
"교육","코엑스 (강남 코엑스)","","0","","","1",
"교육","이태원","","0","2.5","1.2","",
"교육","청계천/광화문광장","","2.7","","","",
"교육","제주민속촌","","0","","","",
"교육","이기대/오륙도","","7.1","","","",
"교육","섭지코지","","0","","","",
"교육","거제(바람의언덕,외도)","","7.2","","","",
"교육","태종대","","1","","","",
"교육","용궁사/기장","","4.5","","","",
"교육","감천문화마을","","1.1","","","",
"교육","경주(불국사,보문관광단지,양봉마을)","",".8","","","",
"교육","스키장(용평리조트/피닉스파크/비발디파크)","","100","","","",
"교육","남산/N서울타워","","","5.1","","",
"교육","인사동","","","3.3","","",
"교육","고궁","","","5.4","","",
"종교 및 순례","사례수","","51","64","","",
"종교 및 순례","명동-남대문-북창","","13.4","3.9","18.8","7.1",
"종교 및 순례","제주","","0","","20.3","21.4",
"종교 및 순례","신촌/홍대주변","","1.6",".8","1","0",
"종교 및 순례","종로-청계","","0","","6.4","1.6",
"종교 및 순례","동대문 패션타운","","4.4","9.3","2.2","0",
"종교 및 순례","해운대 일대","","0",".5","6",".7",
"종교 및 순례","강남역","","0","0",".6","2.4",
"종교 및 순례","잠실","","0","1.7","0","1.9",
"종교 및 순례","춘천(남이섬)","","0","","0","0",
"종교 및 순례","코엑스 (강남 코엑스)","","0","","",".9",
"종교 및 순례","이태원","","0","2.5","1.1","",
"종교 및 순례","청계천/광화문광장","","23.3","","","",
"종교 및 순례","제주민속촌","","0","","","",
"종교 및 순례","이기대/오륙도","","14.6","","","",
"종교 및 순례","섭지코지","","0","","","",
"종교 및 순례","거제(바람의언덕,외도)","","1.5","","","",
"종교 및 순례","태종대","","0","","","",
"종교 및 순례","용궁사/기장","","4.1","","","",
"종교 및 순례","감천문화마을","","1.2","","","",
"종교 및 순례","경주(불국사,보문관광단지,양봉마을)","","4.1","","","",
"종교 및 순례","스키장(용평리조트/피닉스파크/비발디파크)","","100","","","",
"종교 및 순례","남산/N서울타워","","","2.5","","",
"종교 및 순례","인사동","","","0","","",
"종교 및 순례","고궁","","","4.4","","",
"기타","사례수","","11","39","","",
"기타","명동-남대문-북창","","3","12.8","13.1","18.7",
"기타","제주","","0","","0","4.9",
"기타","신촌/홍대주변","","11.8","5.1","0","2.2",
"기타","종로-청계","","0","","5.6","9.7",
"기타","동대문 패션타운","","0","2.9","0","2.9",
"기타","해운대 일대","","0","0","5","2.8",
"기타","강남역","","2.8","2.9","7.9","8.5",
"기타","잠실","","0","0","1.6","4",
"기타","춘천(남이섬)","","0","","0",".2",
"기타","코엑스 (강남 코엑스)","","0","","","5.9",
"기타","이태원","","0","1.9","3.7","",
"기타","청계천/광화문광장","","2.5","","","",
"기타","제주민속촌","","0","","","",
"기타","이기대/오륙도","","4.9","","","",
"기타","섭지코지","","0","","","",
"기타","거제(바람의언덕,외도)","","0","","","",
"기타","태종대","","0","","","",
"기타","용궁사/기장","","21","","","",
"기타","감천문화마을","","0","","","",
"기타","경주(불국사,보문관광단지,양봉마을)","","0","","","",
"기타","스키장(용평리조트/피닉스파크/비발디파크)","","100","","","",
"기타","남산/N서울타워","","","3","","",
"기타","인사동","","","3.2","","",
"기타","고궁","","","10.4","","",
"뷰티/건강/치료","사례수","","75","171","","",
"뷰티/건강/치료","명동-남대문-북창","","22.6","22.1","","",
"뷰티/건강/치료","제주","","0","","","",
"뷰티/건강/치료","신촌/홍대주변","","3.2","3","","",
"뷰티/건강/치료","종로-청계","","0","","","",
"뷰티/건강/치료","동대문 패션타운","","1.8","6.9","","",
"뷰티/건강/치료","해운대 일대","","0","4.1","","",
"뷰티/건강/치료","강남역","","12.5","15.5","","",
"뷰티/건강/치료","잠실","","0","2.6","","",
"뷰티/건강/치료","춘천(남이섬)","","0","","","",
"뷰티/건강/치료","코엑스 (강남 코엑스)","","0","","","",
"뷰티/건강/치료","이태원","","0",".5","","",
"뷰티/건강/치료","청계천/광화문광장","","5.7","","","",
"뷰티/건강/치료","제주민속촌","","0","","","",
"뷰티/건강/치료","이기대/오륙도","","13.2","","","",
"뷰티/건강/치료","섭지코지","","0","","","",
"뷰티/건강/치료","거제(바람의언덕,외도)","","6.8","","","",
"뷰티/건강/치료","태종대","","0","","","",
"뷰티/건강/치료","용궁사/기장","","5.2","","","",
"뷰티/건강/치료","감천문화마을","","0","","","",
"뷰티/건강/치료","경주(불국사,보문관광단지,양봉마을)","","0","","","",
"뷰티/건강/치료","스키장(용평리조트/피닉스파크/비발디파크)","","100","","","",
"뷰티/건강/치료","남산/N서울타워","","","4.7","","",
"뷰티/건강/치료","인사동","","",".3","","",
"뷰티/건강/치료","고궁","","","6.1","","",
"쇼핑","사례수","","1521","1566","","",
"쇼핑","명동-남대문-북창","","32.2","33.6","","",
"쇼핑","제주","","0","","","",
"쇼핑","신촌/홍대주변","","5.8","7.6","","",
"쇼핑","종로-청계","","0","","","",
"쇼핑","동대문 패션타운","","11.5","9.8","","",
"쇼핑","해운대 일대","","0",".8","","",
"쇼핑","강남역","","1.3","2.4","","",
"쇼핑","잠실","","0","1.6","","",
"쇼핑","춘천(남이섬)","","0","","","",
"쇼핑","코엑스 (강남 코엑스)","","0","","","",
"쇼핑","이태원","","0","1.1","","",
"쇼핑","청계천/광화문광장","",".5","","","",
"쇼핑","제주민속촌","",".6","","","",
"쇼핑","이기대/오륙도","","4.6","","","",
"쇼핑","섭지코지","","0","","","",
"쇼핑","거제(바람의언덕,외도)","","5.7","","","",
"쇼핑","태종대","","2.3","","","",
"쇼핑","용궁사/기장","","4.3","","","",
"쇼핑","감천문화마을","","2.3","","","",
"쇼핑","경주(불국사,보문관광단지,양봉마을)","","4","","","",
"쇼핑","스키장(용평리조트/피닉스파크/비발디파크)","","100","","","",
"쇼핑","남산/N서울타워","","","5.3","","",
"쇼핑","인사동","","","2.1","","",
"쇼핑","고궁","","","3.9","","",
"개별여행","사례수","","8084","11462","","",
"개별여행","명동-남대문-북창","","17.2","17.5","34.2","32",
"개별여행","제주","","0","","7","8.4",
"개별여행","신촌/홍대주변","","5","5.3","6.1","6.3",
"개별여행","종로-청계","","0","","5.7","5.7",
"개별여행","동대문 패션타운","","5.3","5.4","5.3","4.6",
"개별여행","해운대 일대","","0","3.6","4.1","4.2",
"개별여행","강남역","","4","3.9","4.1","3.7",
"개별여행","잠실","","0","2","2.5","3.5",
"개별여행","춘천(남이섬)","","0","","1.4","1.7",
"개별여행","코엑스 (강남 코엑스)","","0","","","1.8",
"개별여행","이태원","","0","2.2","2.3","",
"개별여행","청계천/광화문광장","","4.2","","","",
"개별여행","제주민속촌","",".1","","","",
"개별여행","이기대/오륙도","","7.2","","","",
"개별여행","섭지코지","","0","","","",
"개별여행","거제(바람의언덕,외도)","","5.2","","","",
"개별여행","태종대","","2.5","","","",
"개별여행","용궁사/기장","","2.4","","","",
"개별여행","감천문화마을","","1.7","","","",
"개별여행","경주(불국사,보문관광단지,양봉마을)","","2.7","","","",
"개별여행","스키장(용평리조트/피닉스파크/비발디파크)","","100","","","",
"개별여행","남산/N서울타워","","","4.9","","",
"개별여행","인사동","","","2.4","","",
"개별여행","고궁","","","9.5","","",
"단체여행","사례수","","3002","1606","","",
"단체여행","명동-남대문-북창","","15.3","14.9","33.9","38",
"단체여행","제주","","0","","8","10.7",
"단체여행","신촌/홍대주변","","2.6",".9","1.3","1.7",
"단체여행","종로-청계","","0","","4.6","5.4",
"단체여행","동대문 패션타운","","5.5","5.5","3.8","2.8",
"단체여행","해운대 일대","","0","5.6","4.4","3.5",
"단체여행","강남역","",".4",".9",".8",".8",
"단체여행","잠실","","0","2.3","1.5","2.2",
"단체여행","춘천(남이섬)","","0","","8.3","5.9",
"단체여행","코엑스 (강남 코엑스)","","0","","",".3",
"단체여행","이태원","","0",".8",".9","",
"단체여행","청계천/광화문광장","",".9","","","",
"단체여행","제주민속촌","",".1","","","",
"단체여행","이기대/오륙도","","7.8","","","",
"단체여행","섭지코지","","0","","","",
"단체여행","거제(바람의언덕,외도)","","7.7","","","",
"단체여행","태종대","","2","","","",
"단체여행","용궁사/기장","","4.5","","","",
"단체여행","감천문화마을","","4.7","","","",
"단체여행","경주(불국사,보문관광단지,양봉마을)","","15.2","","","",
"단체여행","스키장(용평리조트/피닉스파크/비발디파크)","","100","","","",
"단체여행","남산/N서울타워","","","5.9","","",
"단체여행","인사동","","",".6","","",
"단체여행","고궁","","","10.3","","",
"Air-tel Tour","사례수","","917","773","","",
